ac.aeroporto_partenza,ac.compagnia,ac.numero_voli,ac.ritardo_medio_partenza,ac.ritardo_medio_arrivo,ac.tasso_cancellazione,differenza,classifica
LAX,B6,6119,11.82,6.52,0.39,0.87,7
LAX,WN,19123,11.84,4.97,0.47,0.89,8
LAX,G4,768,11.93,8.77,0.91,0.98,9
LAX,HA,1690,14.94,12.55,1.36,3.99,10
LAX,AA,21564,18.27,12.35,0.68,7.32,11
LAX,F9,1703,28.67,28.77,1.94,17.72,12
LBB,WN,1991,7.15,0.12,0.80,-3.57,1
LBB,OO,862,10.7,8.86,2.09,-0.02,2
LBB,MQ,1476,12.15,10.1,2.10,1.43,3
LBB,AA,311,27.1,26.3,1.93,16.38,4
LBE,NK,406,6.46,-1.43,2.46,0.0,1
LBF,OO,452,3.53,4.55,2.43,0.0,1
LBL,OO,404,8.51,5.05,3.71,0.0,1
LCH,OO,750,23.05,19.94,2.53,-0.21,1
LCH,MQ,58,26.02,27.3,6.90,2.76,2
LCK,G4,657,18.2,16.15,2.44,0.0,1
LEX,YX,547,2.45,0.59,0.55,-10.3,1
LEX,9E,157,5.45,-1.27,0.00,-7.3,2
LEX,DL,1274,7.94,-2.8,1.33,-4.81,3
LEX,OO,1338,10.27,5.63,1.20,-2.48,4
LEX,MQ,726,10.3,5.64,1.10,-2.45,5
LEX,OH,1067,13.65,10.07,1.31,0.9,6
LEX,AA,759,24.49,23.55,2.37,11.74,7
LEX,G4,594,26.88,26.19,2.69,14.13,8
LFT,9E,550,7.65,2.73,1.09,-8.0,1
LFT,MQ,307,13.87,9.27,1.63,-1.78,2
LFT,OO,694,15.09,9.52,1.44,-0.56,3
LFT,OH,819,22.29,20.45,3.91,6.64,4
LFT,NK,1,73.0,59.0,0.00,57.35,5
LGA,YX,28684,4.22,-1.17,2.56,-8.42,1
LGA,9E,21072,9.48,1.76,4.08,-3.16,2
LGA,UA,5587,12.28,7.6,2.34,-0.36,3
LGA,NK,5304,16.36,8.86,2.75,3.72,4
LGA,DL,18476,16.43,8.86,1.45,3.79,5
LGA,WN,8072,16.78,6.12,1.81,4.14,6
LGA,AA,11352,18.26,12.82,2.63,5.62,7
LGA,B6,6559,21.36,15.11,2.49,8.72,8
LGA,OO,2810,23.51,19.26,2.78,10.87,9
LGA,F9,1783,31.49,25.68,3.53,18.85,10
LGB,HA,465,2.8,-0.47,0.65,-4.76,1
LGB,OO,476,4.53,-1.24,0.00,-3.03,2
LGB,WN,11924,7.72,0.95,0.60,0.16,3
LGB,DL,310,13.0,5.53,0.97,5.44,4
LIH,WN,2464,-0.2,-6.34,0.16,-4.3,1
LIH,DL,468,3.03,-4.8,1.50,-1.07,2
LIH,HA,6489,3.32,2.4,1.31,-0.78,3
LIH,UA,761,5.32,-2.05,0.53,1.22,4
LIH,AS,769,15.56,10.05,1.04,11.46,5
LIH,AA,469,17.85,11.92,0.00,13.75,6
LIT,DL,1515,4.5,-2.65,0.66,-7.69,1
LIT,YX,341,6.53,4.27,1.76,-5.66,2
LIT,F9,81,7.74,6.36,1.23,-4.45,3
LIT,WN,1937,7.83,0.8,0.26,-4.36,4
LIT,9E,223,12.03,8.21,1.35,-0.16,5
LIT,OO,1418,13.82,11.18,1.76,1.63,6
LIT,MQ,2679,14.64,13.14,0.97,2.45,7
LIT,OH,544,21.98,17.8,2.21,9.79,8
LIT,AA,562,22.64,22.15,1.42,10.45,9
LIT,G4,89,40.8,37.72,1.12,28.61,10
LNK,YX,25,2.21,-2.71,4.00,-10.87,1
LNK,OO,1317,13.28,9.08,0.68,0.2,2
LRD,OO,47,10.55,10.48,0.00,-3.75,1
LRD,MQ,1225,13.64,12.15,1.71,-0.66,2
LRD,G4,98,24.43,21.65,2.04,10.13,3
LSE,MQ,241,11.26,8.19,0.83,0.0,1
LWS,OO,799,7.92,4.02,0.50,0.0,1
MAF,UA,37,-0.92,0.31,2.70,-10.22,1
MAF,WN,2818,8.18,3.02,0.96,-1.12,2
MAF,OO,2377,8.63,4.81,1.05,-0.67,3
MAF,MQ,1913,12.0,9.77,2.09,2.7,4
MBS,9E,76,-2.86,-6.28,0.00,-15.57,1
MBS,OO,1579,13.48,9.7,1.52,0.77,2
MCI,AS,578,0.56,-1.05,1.21,-9.23,1
MCI,YX,1239,5.12,2.8,1.94,-4.67,2
MCI,DL,5100,5.13,-0.73,0.78,-4.66,3
MCI,UA,2756,5.2,2.5,1.09,-4.59,4
MCI,MQ,900,6.81,3.11,1.56,-2.98,5
MCI,WN,17924,9.77,3.74,0.94,-0.02,6
MCI,F9,280,11.29,12.85,1.07,1.5,7
MCI,OO,792,11.62,10.57,1.89,1.83,8
MCI,9E,879,14.23,9.03,4.10,4.44,9
MCI,AA,4212,16.26,14.5,1.23,6.47,10
MCI,NK,1270,16.78,9.91,2.52,6.99,11
MCI,G4,160,17.44,14.03,1.88,7.65,12
MCI,OH,342,26.3,24.29,1.75,16.51,13
MCI,B6,121,28.17,28.64,0.00,18.38,14
MCO,F9,12890,14.38,10.73,2.34,-1.94,1
MCO,UA,9985,14.79,9.68,2.82,-1.53,2
MCO,NK,16909,14.94,9.95,1.84,-1.38,3
MCO,WN,33552,15.16,9.66,1.41,-1.16,4
MCO,AS,1887,16.07,14.51,3.87,-0.25,5
MCO,DL,15837,16.21,11.3,1.53,-0.11,6
MCO,AA,13311,19.35,15.67,1.97,3.03,7
MCO,B6,12701,21.17,15.81,1.80,4.85,8
MCO,G4,160,36.79,35.67,1.88,20.47,9
MCW,OO,457,23.35,20.18,2.19,0.0,1
MDT,YX,179,-0.55,-8.63,1.68,-15.48,1
MDT,UA,296,6.21,3.91,0.68,-8.72,2
MDT,DL,592,8.78,-1.1,1.01,-6.15,3
MDT,9E,203,9.87,0.94,0.99,-5.06,4
MDT,OH,475,13.37,9.48,0.63,-1.56,5
MDT,OO,691,15.01,9.37,1.01,0.08,6
MDT,AA,796,21.41,18.21,1.26,6.48,7
MDT,G4,571,23.31,19.74,1.93,8.38,8
MDT,F9,54,30.04,23.17,3.70,15.11,9
MDW,DL,1107,11.16,3.6,0.81,-2.06,1
MDW,WN,53310,12.71,6.25,1.14,-0.51,2
MDW,OO,1438,15.03,11.57,0.63,1.81,3
MDW,G4,317,20.8,19.69,1.58,7.58,4
MDW,F9,2682,22.49,18.48,2.80,9.27,5
MEI,OO,413,17.34,17.05,3.63,0.0,1
MEM,DL,3278,6.19,-0.87,1.13,-4.84,1
MEM,9E,777,6.3,0.24,2.96,-4.73,2
MEM,YX,2161,6.95,1.38,1.57,-4.08,3
MEM,MQ,1164,7.08,2.41,1.12,-3.95,4
MEM,UA,1130,7.98,4.46,1.50,-3.05,5
MEM,OH,548,12.11,7.54,0.55,1.08,6
MEM,WN,2641,12.77,6.46,0.61,1.74,7
MEM,F9,131,13.63,13.55,0.76,2.6,8
MEM,OO,565,16.83,12.64,1.95,5.8,9
MEM,G4,357,17.37,12.6,1.12,6.34,10
MEM,AA,3230,17.53,14.3,1.52,6.5,11
MEM,NK,633,17.81,8.83,1.90,6.78,12
MFE,UA,400,3.85,-0.97,4.50,-12.39,1
MFE,MQ,595,11.06,10.65,2.02,-5.18,2
MFE,G4,343,15.62,10.55,0.87,-0.62,3
MFE,OO,776,18.28,16.29,0.77,2.04,4
MFE,AA,1376,20.98,19.41,2.11,4.74,5
MFR,OO,2081,8.82,4.42,0.86,-2.76,1
MFR,UA,863,14.19,7.67,0.93,2.61,2
MFR,G4,248,25.85,23.32,2.02,14.27,3
MGM,MQ,434,9.5,5.18,0.69,-5.91,1
MGM,9E,682,10.12,4.51,0.73,-5.29,2
MGM,OO,456,22.56,17.22,1.32,7.15,3
MGM,OH,376,23.54,23.51,4.52,8.13,4
MGW,OO,25,61.24,58.32,0.00,0.0,1
MHK,OO,1,3.0,-17.0,0.00,-5.98,1
MHK,MQ,655,8.99,0.53,2.14,0.01,2
MHT,MQ,214,1.74,0.98,0.93,-8.56,1
MHT,YX,39,1.79,5.28,0.00,-8.51,2
MHT,WN,2043,7.41,-0.42,0.49,-2.89,3
MHT,OH,1614,13.18,10.13,1.86,2.88,4
MHT,AA,93,24.27,18.95,0.00,13.97,5
MHT,NK,88,36.27,25.64,5.68,25.97,6
MIA,MQ,10406,7.38,5.09,1.47,-12.56,1
MIA,NK,4070,12.68,8.38,1.87,-7.26,2
MIA,YX,423,13.66,8.71,2.13,-6.28,3
MIA,WN,4238,16.35,12.95,1.37,-3.59,4
MIA,AS,358,17.76,18.17,6.15,-2.18,5
MIA,UA,4597,18.78,15.38,3.18,-1.16,6
MIA,9E,10,18.9,26.3,0.00,-1.04,7
MIA,F9,2699,19.53,17.44,2.56,-0.41,8
MIA,DL,8226,20.27,15.07,1.22,0.33,9
MIA,AA,43705,23.86,18.36,1.64,3.92,10
MIA,B6,1378,28.01,25.09,2.39,8.07,11
MKE,MQ,45,0.95,-2.0,2.22,-10.21,1
MKE,AS,334,2.8,-0.61,0.90,-8.36,2
MKE,YX,1288,7.5,2.89,2.48,-3.66,3
MKE,DL,3190,7.55,1.72,0.97,-3.61,4
MKE,WN,7020,8.44,2.08,1.05,-2.72,5
MKE,NK,542,8.81,2.87,2.03,-2.35,6
MKE,UA,482,11.46,6.15,1.45,0.3,7
MKE,OH,715,13.75,14.38,2.10,2.59,8
MKE,OO,3748,14.12,9.97,1.68,2.96,9
MKE,9E,636,14.29,8.96,2.20,3.13,10
MKE,B6,372,14.56,11.16,1.08,3.4,11
MKE,F9,365,17.4,12.57,1.64,6.24,12
MKE,AA,1980,22.02,18.21,1.87,10.86,13
MLB,DL,1032,3.47,-2.34,1.26,-2.24,1
MLB,OH,834,7.12,5.79,1.68,1.41,2
MLB,G4,180,12.21,7.68,2.78,6.5,3
MLI,9E,529,6.84,1.42,2.08,-6.86,1
MLI,OH,526,8.63,7.22,1.14,-5.07,2
MLI,MQ,553,13.83,8.24,2.71,0.13,3
MLI,OO,1165,16.52,13.86,2.32,2.82,4
MLI,G4,318,23.01,18.02,1.57,9.31,5
MLU,OO,165,7.07,6.78,0.61,-5.29,1
MLU,MQ,728,12.38,8.56,2.20,0.02,2
MLU,9E,652,13.68,10.63,0.92,1.32,3
MOB,DL,422,4.47,-1.62,0.95,-4.86,1
MOB,9E,587,5.68,1.19,1.02,-3.65,2
MOB,MQ,790,7.76,5.5,1.77,-1.57,3
MOB,OO,147,29.56,24.11,0.00,20.23,4
MOB,OH,18,150.06,144.41,5.56,140.73,5
MOT,OO,1434,14.94,11.25,1.67,-0.77,1
MOT,G4,227,20.56,17.31,1.76,4.85,2
MQT,9E,66,3.0,-4.77,4.55,-11.27,1
MQT,OO,176,11.57,7.98,1.70,-2.7,2
MQT,MQ,349,17.65,14.73,0.29,3.38,3
MRY,MQ,344,4.9,2.25,0.58,-5.62,1
MRY,OO,2520,8.29,6.51,0.95,-2.23,2
MRY,AA,475,21.11,19.25,1.68,10.59,3
MRY,G4,73,46.0,47.75,1.37,35.48,4
MSN,YX,848,2.67,-1.43,1.06,-9.2,1
MSN,UA,1140,6.08,4.54,1.23,-5.79,2
MSN,9E,558,6.78,0.48,2.69,-5.09,3
MSN,DL,1369,7.06,-0.2,0.95,-4.81,4
MSN,OH,767,11.88,11.01,0.91,0.01,5
MSN,MQ,512,13.41,14.16,1.76,1.54,6
MSN,OO,1659,14.41,11.23,1.51,2.54,7
MSN,F9,214,21.25,19.82,1.87,9.38,8
MSN,AA,1495,23.12,20.16,1.07,11.25,9
MSO,OO,851,6.09,3.07,0.82,-6.18,1
MSO,DL,546,8.47,4.31,1.10,-3.8,2
MSO,MQ,253,11.94,11.29,0.79,-0.33,3
MSO,F9,90,13.32,15.85,3.33,1.05,4
MSO,UA,751,13.41,6.84,1.60,1.14,5
MSO,AS,167,14.59,4.89,0.00,2.32,6
MSO,AA,169,20.01,14.79,0.00,7.74,7
MSO,G4,248,31.77,31.15,2.42,19.5,8
MSP,9E,5541,7.35,4.16,0.78,-3.2,1
MSP,YX,831,8.12,5.67,2.29,-2.43,2
MSP,UA,3842,9.16,5.52,1.64,-1.39,3
MSP,AS,726,9.38,5.2,1.52,-1.17,4
MSP,DL,50063,9.42,3.59,0.84,-1.13,5
MSP,WN,5345,9.61,2.75,0.75,-0.94,6
MSP,MQ,645,11.9,11.12,0.78,1.35,7
MSP,OO,18438,12.95,8.45,0.77,2.4,8
MSP,NK,850,12.98,10.44,1.06,2.43,9
MSP,G4,169,14.38,10.84,0.59,3.83,10
MSP,AA,3305,15.51,11.94,1.51,4.96,11
MSP,F9,1173,19.2,17.95,1.96,8.65,12
MSP,OH,496,23.38,22.24,2.02,12.83,13
MSP,B6,240,41.25,37.85,1.67,30.7,14
MSY,9E,1,-5.0,-13.0,0.00,-19.46,1
MSY,MQ,788,8.15,6.3,1.90,-6.31,2
MSY,OO,245,9.3,4.43,2.86,-5.16,3
MSY,AS,501,10.38,7.49,0.40,-4.08,4
MSY,UA,4737,11.1,6.1,2.17,-3.36,5
MSY,YX,436,11.3,7.96,0.69,-3.16,6
MSY,DL,5261,12.71,6.12,0.97,-1.75,7
MSY,WN,14030,13.29,8.51,1.00,-1.17,8
MSY,NK,3829,13.64,7.73,2.22,-0.82,9
MSY,OH,469,17.79,11.25,2.35,3.33,10
MSY,AA,5075,21.04,18.4,1.64,6.58,11
MSY,F9,632,23.75,21.83,4.27,9.29,12
MSY,B6,967,26.85,21.18,1.76,12.39,13
MSY,G4,70,37.47,33.81,0.00,23.01,14
MTJ,DL,76,5.61,0.64,0.00,-6.43,1
MTJ,UA,574,10.77,3.84,1.05,-1.27,2
MTJ,WN,452,10.91,4.7,0.22,-1.13,3
MTJ,OO,489,11.77,7.59,1.23,-0.27,4
MTJ,AA,370,16.3,13.89,0.27,4.26,5
MTJ,MQ,48,18.04,17.76,2.08,6.0,6
MVY,YX,408,13.9,13.57,4.41,-2.88,1
MVY,B6,385,19.48,19.7,6.23,2.7,2
MVY,MQ,14,27.64,35.07,0.00,10.86,3
MYR,OO,24,0.5,-7.63,0.00,-10.15,1
MYR,DL,1485,2.59,-3.48,1.14,-8.06,2
MYR,9E,369,7.28,-0.85,2.98,-3.37,3
MYR,WN,1786,7.93,1.72,0.62,-2.72,4
MYR,YX,424,10.08,4.44,4.01,-0.57,5
MYR,NK,3497,11.2,6.65,2.66,0.55,6
MYR,MQ,280,11.76,10.15,1.43,1.11,7
MYR,OH,1598,12.44,9.62,1.75,1.79,8
MYR,AA,858,12.51,10.24,2.33,1.86,9
MYR,UA,192,14.12,6.13,1.56,3.47,10
MYR,G4,808,19.26,18.08,2.97,8.61,11
MYR,F9,300,26.3,24.55,7.33,15.65,12
OAJ,DL,233,6.13,0.85,1.29,-5.63,1
OAJ,9E,419,9.61,2.61,0.00,-2.15,2
OAJ,OH,703,14.95,12.58,1.99,3.19,3
OAK,HA,750,-0.99,-1.71,2.40,-9.64,1
OAK,OO,1009,2.07,-1.8,0.40,-6.58,2
OAK,G4,117,2.18,2.1,0.85,-6.47,3
OAK,AS,524,4.3,-1.58,2.67,-4.35,4
OAK,DL,406,5.93,-2.4,1.48,-2.72,5
OAK,NK,2150,9.22,5.1,2.14,0.57,6
OAK,WN,25937,9.29,2.38,0.52,0.64,7
OGG,WN,4837,0.31,-4.97,0.54,-4.04,1
OGG,HA,10114,4.25,3.05,1.02,-0.1,2
OGG,UA,1180,7.25,-1.48,1.19,2.9,3
OGG,AA,830,9.39,3.51,0.48,5.04,4
OGG,DL,649,10.45,2.52,1.54,6.1,5
OGG,AS,1488,10.7,5.77,4.03,6.35,6
OKC,DL,1267,2.78,-5.02,0.87,-6.42,1
OKC,YX,694,5.38,2.27,2.02,-3.82,2
OKC,AS,261,5.84,6.73,1.92,-3.36,3
OKC,MQ,1637,8.09,4.63,1.83,-1.11,4
OKC,F9,306,8.43,4.94,2.29,-0.77,5
OKC,OO,4988,8.55,5.42,0.66,-0.65,6
OKC,WN,5414,8.58,3.29,0.66,-0.62,7
OKC,G4,108,13.93,12.65,0.93,4.73,8
OKC,UA,22,15.32,16.55,0.00,6.12,9
OKC,AA,2018,17.93,16.19,1.88,8.73,10
OKC,OH,230,18.15,16.19,2.17,8.95,11
OKC,9E,4,36.75,39.0,0.00,27.55,12
OMA,YX,736,2.97,0.44,1.63,-8.77,1
OMA,AS,339,7.71,5.55,1.77,-4.03,2
OMA,DL,1413,8.77,0.53,1.06,-2.97,3
OMA,MQ,407,8.94,6.66,1.23,-2.8,4
OMA,9E,357,10.54,6.44,2.52,-1.2,5
OMA,WN,5806,10.7,4.03,0.91,-1.04,6
OMA,UA,2157,10.94,8.89,1.44,-0.8,7
OMA,OO,3195,12.31,9.11,0.81,0.57,8
OMA,G4,385,12.37,8.72,2.08,0.63,9
OMA,AA,2271,18.29,15.13,1.32,6.55,10
OMA,OH,70,22.51,21.04,0.00,10.77,11
OMA,F9,306,24.01,25.32,1.63,12.27,12
OME,AS,278,-1.92,2.3,3.96,0.0,1
ONT,MQ,48,-3.56,-7.67,0.00,-12.56,1
ONT,AS,1030,3.85,1.16,2.43,-5.15,2
ONT,DL,1332,4.11,-5.32,1.13,-4.89,3
ONT,OO,1983,4.38,2.3,0.45,-4.62,4
ONT,UA,1048,6.87,-0.76,0.86,-2.13,5
ONT,WN,8339,7.58,0.2,0.38,-1.42,6
ONT,HA,269,9.87,8.72,0.37,0.87,7
ONT,AA,2515,15.28,9.98,1.31,6.28,8
ONT,F9,2584,16.01,14.02,2.09,7.01,9
ONT,B6,206,18.11,9.38,2.43,9.11,10
ORD,YX,12489,4.93,-0.6,0.93,-10.78,1
ORD,WN,4927,11.06,4.85,1.42,-4.65,2
ORD,MQ,25200,11.25,8.21,1.21,-4.46,3
ORD,9E,57,13.54,12.09,1.75,-2.17,4
ORD,UA,65229,14.11,8.55,1.37,-1.6,5
ORD,AS,2203,14.7,11.46,1.82,-1.01,6
ORD,DL,7842,17.07,11.08,1.13,1.36,7
ORD,OO,39432,17.44,13.45,1.79,1.73,8
ORD,AA,37931,21.59,17.88,1.11,5.88,9
ORD,NK,6034,22.18,15.16,1.86,6.47,10
ORD,B6,896,28.09,24.39,2.23,12.38,11
ORD,F9,1930,29.08,31.05,3.47,13.37,12
ORF,YX,2003,5.66,3.07,2.25,-7.3,1
ORF,MQ,303,8.66,4.56,0.33,-4.3,2
ORF,UA,1752,8.92,4.02,2.28,-4.04,3
ORF,OH,2222,10.17,7.3,1.26,-2.79,4
ORF,WN,2341,11.41,4.71,0.43,-1.55,5
ORF,9E,1605,13.22,7.99,2.80,0.26,6
ORF,DL,1827,13.41,6.98,1.09,0.45,7
ORF,AA,2075,19.45,14.21,2.12,6.49,8
ORF,NK,681,25.82,18.09,3.23,12.86,9
ORF,OO,256,26.89,23.44,0.00,13.93,10
ORF,G4,182,27.88,26.77,4.40,14.92,11
ORF,F9,182,31.04,31.43,4.95,18.08,12
ORH,YX,244,0.77,-3.89,6.56,-18.54,1
ORH,9E,196,16.79,13.43,5.10,-2.52,2
ORH,B6,487,29.17,22.71,2.26,9.86,3
OTH,OO,251,32.83,27.24,1.59,0.0,1
OTZ,AS,268,-2.85,-1.92,6.72,0.0,1
PAE,AS,762,3.31,0.69,3.28,0.0,1
PBG,G4,327,35.98,32.59,5.50,0.0,1
PBI,YX,12,-5.08,-9.75,0.00,-22.57,1
PBI,NK,348,6.6,0.45,1.44,-10.89,2
PBI,WN,1933,10.81,5.64,0.88,-6.68,3
PBI,DL,5269,14.46,9.0,1.31,-3.03,4
PBI,G4,290,16.17,15.45,1.72,-1.32,5
PBI,B6,6171,17.56,12.74,1.65,0.07,6
PBI,UA,2480,18.52,13.06,3.43,1.03,7
PBI,AA,4436,22.69,19.81,1.80,5.2,8
PBI,F9,614,29.96,25.89,3.26,12.47,9
PDX,MQ,34,-4.44,-11.76,0.00,-12.53,1
PDX,AS,12486,4.85,3.9,2.08,-3.24,2
PDX,OO,7937,5.49,4.44,0.57,-2.6,3
PDX,DL,5180,6.24,-1.67,0.89,-1.85,4
PDX,G4,226,8.05,3.28,0.00,-0.04,5
PDX,WN,7121,8.83,2.63,0.48,0.74,6
PDX,HA,534,10.32,7.27,0.94,2.23,7
PDX,UA,4795,10.5,4.51,1.36,2.41,8
PDX,NK,1275,15.5,9.45,2.12,7.41,9
PDX,AA,2722,16.7,10.06,1.73,8.61,10
PDX,F9,1308,18.2,17.96,2.45,10.11,11
PDX,B6,150,55.91,51.34,0.67,47.82,12
PGD,G4,4591,12.25,9.5,1.87,0.0,1
PHL,YX,6395,3.58,-0.25,2.03,-12.54,1
PHL,B6,776,6.12,1.52,1.93,-10.0,2
PHL,UA,2706,9.59,4.26,1.29,-6.53,3
PHL,9E,98,10.57,3.21,0.00,-5.55,4
PHL,DL,4212,11.84,3.28,1.04,-4.28,5
PHL,AS,435,12.57,13.33,1.61,-3.55,6
PHL,OH,9006,13.79,10.35,1.45,-2.33,7
PHL,WN,3727,14.51,6.82,0.64,-1.61,8
PHL,NK,3373,16.53,8.67,2.16,0.41,9
PHL,AA,32507,18.9,13.39,1.79,2.78,10
PHL,F9,8337,23.31,19.8,2.77,7.19,11
PHL,OO,133,28.17,20.09,0.75,12.05,12
PHX,OO,19050,5.1,2.06,0.22,-6.06,1
PHX,MQ,6181,5.11,0.73,0.32,-6.05,2
PHX,AS,3684,5.35,4.79,1.90,-5.81,3
PHX,UA,7465,8.77,2.63,1.63,-2.39,4
PHX,HA,275,9.47,8.01,0.36,-1.69,5
PHX,DL,7636,9.78,2.58,0.80,-1.38,6
PHX,WN,49685,12.11,5.28,0.47,0.95,7
PHX,F9,6981,13.74,11.05,1.13,2.58,8
PHX,AA,40394,13.93,9.22,0.57,2.77,9
PHX,NK,857,18.45,15.43,2.22,7.29,10
PHX,G4,316,19.65,15.17,0.95,8.49,11
PHX,B6,665,37.88,32.19,1.50,26.72,12
PIA,G4,751,9.8,6.91,1.86,-5.82,1
PIA,OH,686,13.39,12.93,1.60,-2.23,2
PIA,OO,798,20.34,16.09,2.01,4.72,3
PIA,MQ,443,20.4,15.39,1.35,4.78,4
PIB,OO,450,13.62,12.25,3.33,0.0,1
PIE,G4,6069,10.84,8.64,2.85,0.0,1
PIH,OO,512,-3.23,-8.73,0.00,0.0,1
PIT,YX,6989,0.44,-4.43,1.30,-9.36,1
PIT,DL,2486,6.04,-1.15,0.97,-3.76,2
PIT,AS,306,6.52,3.26,3.27,-3.28,3
PIT,OO,663,8.04,2.05,0.45,-1.76,4
PIT,MQ,500,8.41,4.94,1.40,-1.39,5
PIT,B6,858,8.93,6.61,1.98,-0.87,6
PIT,WN,7534,10.4,4.56,0.93,0.6,7
PIT,UA,2136,11.37,7.12,1.12,1.57,8
PIT,G4,998,12.32,9.36,2.30,2.52,9
PIT,9E,1264,14.92,9.4,2.61,5.12,10
PIT,OH,511,15.14,11.04,3.52,5.34,11
PIT,AA,4622,15.71,13.52,1.34,5.91,12
PIT,F9,394,18.23,24.67,4.82,8.43,13
PIT,NK,2489,21.45,14.84,3.46,11.65,14
PLN,OO,584,16.71,11.22,2.23,0.0,1
PNS,DL,1897,2.75,-2.6,0.63,-11.42,1
PNS,WN,1703,6.53,-0.06,0.47,-7.64,2
PNS,UA,497,7.15,1.58,1.21,-7.02,3
PNS,MQ,1146,8.62,6.33,1.40,-5.55,4
PNS,F9,298,14.74,13.16,2.68,0.57,5
PNS,NK,691,16.81,8.99,2.60,2.64,6
PNS,OH,1958,18.8,16.97,1.02,4.63,7
PNS,YX,71,23.13,19.8,1.41,8.96,8
PNS,9E,201,23.71,18.04,0.50,9.54,9
PNS,AA,1353,35.04,34.06,2.37,20.87,10
PNS,OO,130,38.75,37.15,0.00,24.58,11
PPG,HA,97,21.37,17.46,0.00,0.0,1
PQI,B6,78,8.97,6.12,0.00,0.0,1
PRC,OO,541,23.91,21.48,0.74,0.0,1
PSC,OO,2987,5.95,1.23,0.40,-0.76,1
PSC,G4,229,6.62,4.17,0.44,-0.09,2
PSC,AS,282,8.61,10.58,2.13,1.9,3
PSC,DL,297,12.67,4.1,0.67,5.96,4
PSE,B6,406,7.64,2.4,2.96,-1.15,1
PSE,F9,217,10.9,8.68,1.84,2.11,2
PSG,AS,526,0.68,-1.11,1.71,0.0,1
PSM,G4,229,21.73,18.43,1.75,0.0,1
PSP,AS,1099,4.44,3.0,4.19,-5.06,1
PSP,MQ,88,8.12,5.35,3.41,-1.38,2
PSP,OO,4032,8.21,7.27,0.72,-1.29,3
